694.812327 260.713499
698.380935 274.835122
694.943977 316.635314
713.108456 301.031468
734.686487 311.484939
746.950964 307.243544
795.280267 324.174892
806.737555 361.873105
806.233168 367.707201
810.002246 381.953424
818.604360 369.343139
845.728179 366.947932
844.588876 412.933136
809.352406 404.558553
776.255891 390.589217
763.837329 360.674072
700.524991 386.713949
680.527947 409.632552
711.516191 431.884088
721.193866 448.655876
744.323938 480.052048
733.031929 495.189904
748.331243 527.618101
764.614032 487.781566
791.431310 448.668462
845.537638 459.460707
850.821352 516.268343
895.378530 463.311664
913.108187 384.683239
908.930335 346.463131
936.105811 328.747693
950.750596 324.224254
881.507599 278.746777
863.876610 261.527860
818.618858 267.486033
816.848536 237.776352
801.213303 241.602911
787.990894 265.589439
755.964457 233.891776
750.912660 187.913483
762.185209 167.579212
764.977899 139.711537
791.061820 161.679514
800.419941 198.585977
821.232747 162.813225
859.240734 113.320257
991.762354 125.950846
975.761872 147.988276
983.681867 158.673205
947.940198 172.193565
935.393836 189.772299
926.000173 220.802230
959.126085 219.894709
971.404888 218.720573
998.175763 254.872359
984.998489 327.064238
997.412529 346.772460
993.913100 396.366713
948.839851 416.475820
959.068494 473.121227
912.616133 504.296383
929.280701 543.765048
964.922378 623.496729
942.385406 694.296360
996.298671 786.865716
989.662043 882.149486
955.407983 839.555008
907.860100 841.723964
880.734280 800.804730
877.084091 788.107066
889.540918 786.395885
910.949293 743.113203
876.582572 751.087714
867.455499 759.395782
855.759817 762.837113
838.423756 744.445099
803.680755 769.266021
785.688613 810.491975
734.467940 837.257867
734.649088 819.506443
731.388075 797.832470
747.651180 758.487603
796.365285 723.727185
806.942835 712.189744
854.922743 719.158036
861.151464 715.828345
893.203994 704.921864
882.787385 684.580682
874.252369 650.486421
847.151762 648.269630
797.965318 672.395311
789.756541 670.063434
776.150591 607.369352
728.401516 645.091852
708.956646 676.876915
697.091064 637.747957
661.792305 644.810299
672.808830 683.218648
652.924917 699.136951
651.178752 734.136306
621.735613 724.919272
592.510298 696.499419
589.152981 689.883548
568.499782 669.669245
536.039743 654.012471
553.314056 650.088191
577.016999 619.281101
625.843319 606.672477
656.541800 592.979426
654.992280 559.464010
669.680852 562.965622
683.214399 574.980145
694.225672 558.016578
696.970637 526.654338
666.831283 526.679727
636.018649 542.706448
590.675617 535.187926
626.124889 480.058714
647.534041 460.558353
618.819627 414.137597
590.471732 424.500568
602.449117 447.499773
576.498496 476.752593
521.664960 474.276219
509.241282 412.873933
553.421662 383.491351
568.070428 378.845205
568.405588 368.720586
580.847004 375.018166
585.330878 375.830604
592.539881 372.530717
600.299050 354.005156
549.193678 339.486756
522.388797 311.052389
506.866755 359.547223
492.031177 337.806686
481.143179 348.224730
418.521969 347.212005
406.121654 360.697244
372.347821 376.334343
361.788485 352.067173
322.461018 350.930376
315.758713 353.960812
279.110487 344.042901
253.082027 401.580400
235.803742 419.886726
222.824355 471.278725
226.497416 502.498668
253.537984 531.669137
282.652647 513.813030
316.307991 532.591191
285.296740 458.301641
306.209075 439.541039
358.030037 421.391675
397.743220 488.694002
476.957575 524.405628
470.590707 557.465475
494.651237 583.261112
474.800966 624.057748
467.460329 588.543210
443.040814 585.484488
439.871855 606.789639
413.023758 630.736776
389.742663 598.911191
334.975399 615.726305
327.400004 637.407756
317.963069 641.184474
289.698497 623.050380
272.007058 661.117224
310.853718 661.549329
356.075671 675.144795
363.531501 708.064547
314.679322 712.907797
305.399353 744.774872
300.208915 745.905516
266.568075 767.771090
265.838619 802.054588
266.777703 807.636329
255.009329 829.207007
276.902232 842.950166
301.658942 823.625330
334.359967 845.479453
323.474311 860.962656
299.872388 879.662873
336.377387 880.374114
363.847667 889.255282
389.163151 874.672801
379.771620 822.842112
419.880735 784.727170
486.444875 766.744110
526.864286 782.562310
529.990587 830.833629
545.249829 790.316579
565.241763 779.979757
626.968340 769.067751
677.463343 802.807510
679.113161 851.178447
712.141102 899.759951
724.087591 875.854618
733.789032 883.625893
736.659659 885.512627
766.603556 884.335695
786.263639 868.566025
809.742213 890.820454
822.247051 868.668370
851.900541 858.507899
886.254542 874.755606
898.221767 906.967153
880.006755 978.265521
864.073830 983.945743
854.872906 978.200217
775.175874 979.519854
754.335824 992.919188
697.554823 973.448381
685.482752 939.083261
687.390918 928.843267
684.261074 921.124103
630.651237 937.370195
615.130386 984.221113
607.977903 943.276331
601.190216 915.522574
546.352520 892.218993
540.484723 928.670390
508.810381 940.686055
491.754104 899.433179
456.538968 883.738888
472.900880 909.466136
473.353540 912.574129
465.639503 914.706876
465.983692 970.447238
417.230530 998.631952
381.243372 972.463401
351.667174 980.142103
334.693846 990.555680
351.507791 947.343164
346.130011 941.745033
306.414741 925.422891
236.772285 959.341802
228.633613 949.346372
206.286208 944.384366
213.113229 919.939885
201.202990 926.406885
175.146547 916.533446
168.093063 947.934208
151.022172 981.346494
106.880014 965.474243
57.196663 936.385320
55.257197 910.817374
55.267344 886.462851
52.018417 873.793578
16.317907 891.807423
25.798697 861.760630
46.022139 837.053009
69.223562 817.619290
21.016018 804.124183
13.530884 706.535384
37.017900 716.611277
70.693650 758.863479
75.120408 782.495589
98.194611 776.258874
98.193462 809.725374
105.944896 831.084866
109.746394 850.268834
107.032500 875.815521
106.368401 889.239060
149.052401 885.490113
148.921224 828.520319
134.023691 822.945104
158.238305 802.361079
138.283765 754.041347
169.161784 768.171069
204.605348 747.885061
203.871353 743.051149
223.752754 660.823597
205.173547 616.479884
208.208507 600.198586
215.647427 580.646131
156.604778 562.724562
182.199157 541.377434
158.308854 510.950407
115.788151 529.239096
108.347979 568.954366
107.592045 594.718272
92.719336 608.857788
118.719309 635.266429
90.804969 663.916589
35.356034 608.289185
11.727850 601.968152
9.938472 574.901714
31.919491 538.243673
56.142378 501.975160
21.781853 460.158631
64.837682 448.973667
123.393735 441.280465
143.340651 380.342587
130.503019 317.554496
118.034825 284.363466
20.119910 312.206047
17.893975 303.373049
23.923386 261.822724
17.795391 254.517934
22.758496 253.087045
32.155034 223.853157
24.018892 212.818638
5.639222 193.641103
22.289024 188.728476
23.028387 166.190214
46.486251 162.191884
54.644912 152.453112
44.144670 141.060981
75.206651 94.547811
112.724220 101.246246
102.039550 88.941479
98.951483 63.996987
16.387364 13.804996
24.667169 13.770996
43.226945 14.051377
168.371876 2.587471
193.265630 52.350317
234.560514 62.662944
252.349846 30.452651
255.861561 11.725330
257.590960 11.408628
304.601779 21.778690
309.038020 0.408573
329.195896 1.188264
372.211063 13.229043
428.842472 19.033020
461.982869 27.780288
484.310011 48.123488
489.166671 86.258281
448.690405 93.017026
379.220804 94.685250
351.638138 119.431921
339.630924 134.870304
314.084329 117.057451
311.136913 126.133758
303.280929 131.285444
289.836154 141.890764
206.897023 171.019019
204.977986 153.996305
180.667989 117.186790
180.077891 97.652577
148.758775 165.374819
127.523375 216.705836
104.233199 230.986999
196.975052 275.143327
220.290737 319.115236
230.611420 333.895409
264.338140 305.832565
281.878458 266.416052
302.095764 247.860502
327.996181 266.451363
344.894047 249.470864
303.252866 205.825932
317.841152 188.573209
352.097838 171.502318
358.001296 180.473092
396.701615 224.136130
410.716532 202.467772
430.873071 218.382946
459.783388 201.081275
501.849841 200.710750
492.295405 223.991264
505.332394 230.197894
499.243803 230.457285
489.569876 238.985940
485.223287 250.945286
528.797672 274.276612
576.251978 267.686060
584.399294 276.601250
587.822203 233.011506
582.762844 209.335372
571.203268 178.650932
564.557224 158.828414
523.922462 140.082698
532.656088 127.273711
515.890250 122.119438
519.154791 108.400548
552.901015 90.630922
559.283221 83.734590
576.310094 78.348336
606.281985 49.642961
625.650921 63.165870
666.260016 28.867168
676.127188 18.621041
789.767873 3.777857
762.028365 90.724758
741.542781 57.630610
725.269713 58.231758
695.970448 88.856573
656.574109 81.167709
643.642731 83.981114
629.313338 119.176372
655.431741 152.515206
680.448231 150.383893
690.105959 158.423950
653.680327 187.236914
666.504061 206.541595
692.869592 220.437668
694.812327 260.713499
