307.442254 25.988638 0
297.824748 26.215762 0

297.824748 26.215762 1
298.207952 1.239746 1

298.207952 1.239746 1
331.074234 17.370726 1

331.074234 17.370726 1
331.216831 21.558116 1

331.216831 21.558116 1
365.082436 30.778892 1

365.082436 30.778892 1
374.014313 47.902704 1

374.014313 47.902704 1
380.207463 11.279287 1

380.207463 11.279287 1
384.900539 8.905921 1

384.900539 8.905921 1
398.687960 35.036891 1

398.687960 35.036891 1
392.558465 51.020487 1

392.558465 51.020487 1
405.867026 50.427895 1

405.867026 50.427895 1
424.839844 37.065184 1

424.839844 37.065184 1
435.404633 21.490247 1

435.404633 21.490247 1
438.615089 6.625270 1

438.615089 6.625270 1
491.343664 21.448449 1

491.343664 21.448449 1
540.844792 10.438856 1

540.844792 10.438856 1
539.402685 41.102020 1

539.402685 41.102020 1
528.478820 63.150958 1

528.478820 63.150958 1
571.258315 62.872417 1

571.258315 62.872417 1
592.063217 43.784423 1

592.063217 43.784423 1
604.370952 12.019983 1

604.370952 12.019983 1
616.604975 62.053416 1

616.604975 62.053416 1
634.588022 77.952603 1

634.588022 77.952603 1
663.892906 52.885607 1

663.892906 52.885607 1
657.298207 29.950954 1

657.298207 29.950954 1
653.958161 19.667890 1

653.958161 19.667890 1
652.276916 13.639173 1

652.276916 13.639173 1
666.613509 22.066309 1

666.613509 22.066309 1
693.777615 5.767488 1

693.777615 5.767488 1
686.168950 36.134250 1

686.168950 36.134250 1
731.133774 67.355968 1

731.133774 67.355968 1
709.105180 93.372931 1

709.105180 93.372931 1
703.145116 84.369898 1

703.145116 84.369898 1
654.982862 95.419824 1

654.982862 95.419824 1
616.006265 105.087861 1

616.006265 105.087861 1
618.733053 117.479200 1

618.733053 117.479200 1
608.325700 119.208549 1

608.325700 119.208549 1
604.825298 133.940018 1

604.825298 133.940018 1
590.166168 116.709959 1

590.166168 116.709959 1
574.988602 119.128814 1

574.988602 119.128814 1
543.919638 137.528198 1

543.919638 137.528198 1
544.480502 148.528948 1

544.480502 148.528948 1
543.522304 159.440429 1

543.522304 159.440429 1
538.514873 146.842837 1

538.514873 146.842837 1
511.207151 150.455761 1

511.207151 150.455761 1
536.743577 119.634538 1

536.743577 119.634538 1
547.021584 98.486842 1

547.021584 98.486842 1
