638.533798 729.781787 0
644.642241 744.885169 0

644.642241 744.885169 1
618.371400 754.277852 1

618.371400 754.277852 1
647.786936 770.842345 1

647.786936 770.842345 1
621.343764 799.032214 1

621.343764 799.032214 1
642.625815 823.034998 1

642.625815 823.034998 1
673.663086 856.822418 1

673.663086 856.822418 1
669.754058 874.313989 1

669.754058 874.313989 1
716.682318 882.486728 1

716.682318 882.486728 1
750.226302 918.026915 1

750.226302 918.026915 1
762.224139 930.717774 1

762.224139 930.717774 1
801.543211 914.490831 1

801.543211 914.490831 1
791.347200 897.733014 1

791.347200 897.733014 1
807.597569 876.186140 1

807.597569 876.186140 1
821.807866 877.438792 1

821.807866 877.438792 1
786.710034 835.240053 1

786.710034 835.240053 1
776.254785 843.585221 1

776.254785 843.585221 1
730.271874 842.838265 1

730.271874 842.838265 1
706.318284 834.922263 1

706.318284 834.922263 1
717.791895 784.588561 1

717.791895 784.588561 1
725.718332 795.630380 1

725.718332 795.630380 1
748.364388 798.066545 1

748.364388 798.066545 1
812.175426 764.594266 1

812.175426 764.594266 1
832.110430 725.822731 1

832.110430 725.822731 1
911.383691 712.227329 1

911.383691 712.227329 1
903.942663 702.636643 1

903.942663 702.636643 1
901.930021 668.144636 1

901.930021 668.144636 1
870.562036 639.031982 1

870.562036 639.031982 1
815.141575 643.835619 1

815.141575 643.835619 1
805.323206 640.364429 1

805.323206 640.364429 1
792.540795 649.935756 1

792.540795 649.935756 1
772.591262 611.550018 1

772.591262 611.550018 1
750.449216 601.312913 1

750.449216 601.312913 1
800.508498 603.295815 1

800.508498 603.295815 1
805.121292 566.393981 1

805.121292 566.393981 1
840.266019 558.233104 1

840.266019 558.233104 1
847.261320 583.901162 1

847.261320 583.901162 1
874.898122 587.336908 1

874.898122 587.336908 1
872.253733 611.402503 1

872.253733 611.402503 1
913.954966 613.165668 1

913.954966 613.165668 1
925.719430 619.098346 1

925.719430 619.098346 1
946.307388 607.457099 1

946.307388 607.457099 1
948.383555 652.433495 1

948.383555 652.433495 1
958.921417 658.124332 1

958.921417 658.124332 1
964.749839 682.300858 1

964.749839 682.300858 1
956.829714 718.275016 1

956.829714 718.275016 1
995.802993 733.971872 1

995.802993 733.971872 1
981.129993 819.731443 1

981.129993 819.731443 1
984.624842 840.838120 1

984.624842 840.838120 1
991.289008 894.839198 1

991.289008 894.839198 1
969.311921 917.546519 1

969.311921 917.546519 1
959.406027 928.388461 1

959.406027 928.388461 1
971.140848 937.326177 1

971.140848 937.326177 1
977.535237 933.208881 1

977.535237 933.208881 1
994.024815 948.493374 1

994.024815 948.493374 1
981.728920 965.148163 1

981.728920 965.148163 1
954.406736 962.555548 1

954.406736 962.555548 1
945.948596 966.968521 1

945.948596 966.968521 1
